DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
10/18/2021,NIGHT,6 8 0,"1,074","$94,034"
10/18/2021,EVENING,7 8 0,"2,245","$256,582"
10/18/2021,MIDDAY,8 9 3,837,"$66,448"
10/17/2021,NIGHT,1 5 0,"1,693","$144,614"
10/17/2021,EVENING,0 3 4,"2,078","$132,443"
10/17/2021,MIDDAY,3 0 4,"2,180","$220,949"
10/16/2021,NIGHT,4 2 5,"1,844","$248,069"
10/16/2021,EVENING,5 7 8,"1,864","$180,915"
10/16/2021,MIDDAY,3 9 8,931,"$69,724"
10/15/2021,NIGHT,6 3 5,768,"$67,597"
10/15/2021,EVENING,8 2 2,"2,421","$379,378"
10/15/2021,MIDDAY,6 1 5,"2,895","$369,984"
10/14/2021,NIGHT,3 3 9,637,"$90,378"
10/14/2021,EVENING,8 5 5,777,"$95,580"
10/14/2021,MIDDAY,4 4 1,"1,782","$249,504"
10/13/2021,NIGHT,9 2 1,"2,510","$256,445"
10/13/2021,EVENING,2 8 6,"2,459","$199,402"
10/13/2021,MIDDAY,9 4 2,"1,828","$134,678"
10/12/2021,NIGHT,2 7 1,"2,436","$143,287"
10/12/2021,EVENING,9 8 6,"1,389","$109,722"
