DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/18/2021,EVENING,3 8 3,845,"$147,407"
01/18/2021,MIDDAY,6 4 9,816,"$65,286"
01/17/2021,NIGHT,7 2 2,"1,356","$269,544"
01/17/2021,EVENING,6 7 5,"2,883","$284,220"
01/17/2021,MIDDAY,6 1 4,"2,085","$334,661"
01/16/2021,NIGHT,3 3 2,"1,628","$282,894"
01/16/2021,EVENING,9 2 8,"1,845","$222,612"
01/16/2021,MIDDAY,9 7 7,947,"$163,946"
01/15/2021,NIGHT,0 3 9,"2,018","$187,531"
01/15/2021,EVENING,0 3 3,"3,803","$693,543"
01/15/2021,MIDDAY,9 0 2,"1,512","$145,303"
01/14/2021,NIGHT,4 6 1,"2,049","$180,824"
01/14/2021,EVENING,8 1 1,"2,494","$446,148"
01/14/2021,MIDDAY,1 3 3,"3,110","$567,544"
01/13/2021,NIGHT,9 4 0,894,"$64,650"
01/13/2021,EVENING,7 6 5,"5,136","$571,137"
01/13/2021,MIDDAY,0 9 2,"1,823","$112,895"
01/12/2021,NIGHT,3 5 7,"1,965","$406,756"
01/12/2021,EVENING,0 5 6,"1,707","$140,453"
01/12/2021,MIDDAY,9 5 7,"1,366","$139,419"
