DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/22/2019,NIGHT,2 5 2,757,"$123,857"
01/22/2019,EVENING,0 4 3,"1,406","$103,761"
01/22/2019,MIDDAY,8 4 2,"1,736","$146,759"
01/21/2019,NIGHT,5 5 0,578,"$92,161"
01/21/2019,EVENING,8 6 4,"1,673","$180,963"
01/21/2019,MIDDAY,1 4 5,"2,007","$179,946"
01/20/2019,NIGHT,5 2 4,"1,010","$113,950"
01/20/2019,EVENING,3 9 8,765,"$57,082"
01/20/2019,MIDDAY,6 3 2,"1,393","$123,416"
01/19/2019,NIGHT,9 5 4,439,"$33,592"
01/19/2019,EVENING,4 7 2,"1,953","$149,830"
01/19/2019,MIDDAY,5 8 6,"1,624","$161,844"
01/18/2019,NIGHT,7 4 9,674,"$57,759"
01/18/2019,EVENING,8 1 7,"3,743","$409,245"
01/18/2019,MIDDAY,5 1 7,"1,818","$204,146"
01/17/2019,NIGHT,2 8 1,"1,244","$83,834"
01/17/2019,EVENING,7 3 9,"1,173","$112,920"
01/17/2019,MIDDAY,7 0 7,"1,350","$266,111"
01/16/2019,NIGHT,9 6 8,555,"$43,455"
01/16/2019,EVENING,1 1 8,"2,424","$463,734"
