DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/24/2018,NIGHT,2 1 4,"2,658","$321,692"
09/24/2018,EVENING,8 1 0,"4,602","$547,317"
09/24/2018,MIDDAY,8 6 7,"1,717","$130,540"
09/23/2018,NIGHT,0 1 2,"2,002","$126,427"
09/23/2018,EVENING,7 4 9,"1,337","$193,625"
09/23/2018,MIDDAY,4 8 3,"1,074","$106,277"
09/22/2018,NIGHT,8 3 5,913,"$73,984"
09/22/2018,EVENING,6 5 8,"1,329","$117,580"
09/22/2018,MIDDAY,4 6 2,"3,210","$267,003"
09/21/2018,NIGHT,9 9 4,526,"$72,633"
09/21/2018,EVENING,9 9 7,"1,072","$163,360"
09/21/2018,MIDDAY,4 6 9,"1,354","$161,200"
09/20/2018,NIGHT,4 7 8,"1,024","$146,578"
09/20/2018,EVENING,7 6 8,"2,256","$174,449"
09/20/2018,MIDDAY,1 9 0,"2,705","$202,064"
09/19/2018,NIGHT,3 6 8,766,"$67,200"
09/19/2018,EVENING,9 4 1,"1,581","$110,806"
09/19/2018,MIDDAY,0 8 8,"1,479","$209,187"
09/18/2018,NIGHT,1 1 4,"2,160","$455,427"
09/18/2018,EVENING,4 0 0,"1,138","$224,147"
