DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/16/2018,NIGHT,5 9 1,"1,543","$110,373"
02/16/2018,EVENING,2 0 4,"2,801","$324,566"
02/16/2018,MIDDAY,2 7 5,"2,022","$172,322"
02/15/2018,NIGHT,0 6 9,805,"$75,494"
02/15/2018,EVENING,4 9 9,734,"$123,268"
02/15/2018,MIDDAY,5 7 4,"1,361","$117,812"
02/14/2018,NIGHT,8 7 1,"1,403","$115,369"
02/14/2018,EVENING,3 8 2,"2,020","$135,358"
02/14/2018,MIDDAY,5 1 1,"3,131","$549,187"
02/13/2018,NIGHT,6 7 0,506,"$40,599"
02/13/2018,EVENING,9 2 4,"1,389","$162,504"
02/13/2018,MIDDAY,0 5 7,"1,496","$110,662"
02/12/2018,NIGHT,3 4 8,531,"$60,557"
02/12/2018,EVENING,9 7 2,"3,404","$299,309"
02/12/2018,MIDDAY,4 2 9,"1,899","$231,252"
02/11/2018,NIGHT,6 7 0,580,"$45,107"
02/11/2018,EVENING,4 2 7,"1,896","$290,990"
02/11/2018,MIDDAY,4 9 4,742,"$113,803"
02/10/2018,NIGHT,1 9 1,"2,201","$342,206"
02/10/2018,EVENING,7 7 0,"1,441","$236,435"
