DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
07/17/2021,EVENING,3 6 0,"1,607","$142,920"
07/17/2021,MIDDAY,5 0 7,"1,352","$154,241"
07/16/2021,NIGHT,7 1 8,"3,564","$669,134"
07/16/2021,EVENING,8 0 8,"2,375","$600,024"
07/16/2021,MIDDAY,0 2 0,"1,170","$163,704"
07/15/2021,NIGHT,4 4 2,"1,042","$198,915"
07/15/2021,EVENING,0 6 1,"3,194","$226,494"
07/15/2021,MIDDAY,9 6 0,"2,241","$183,648"
07/14/2021,NIGHT,8 5 3,648,"$62,153"
07/14/2021,EVENING,8 2 1,"3,599","$365,484"
07/14/2021,MIDDAY,2 4 4,"2,014","$402,804"
07/13/2021,NIGHT,0 5 6,910,"$79,281"
07/13/2021,EVENING,5 6 2,"1,648","$130,079"
07/13/2021,MIDDAY,1 8 9,"1,774","$178,141"
07/12/2021,NIGHT,3 3 6,550,"$107,271"
07/12/2021,EVENING,4 5 8,"1,313","$130,822"
07/12/2021,MIDDAY,8 0 5,"1,634","$182,392"
07/11/2021,NIGHT,7 1 1,"4,384","$1,175,997"
07/11/2021,EVENING,5 0 5,"1,209","$293,516"
07/11/2021,MIDDAY,3 0 8,"1,851","$230,327"
