DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/31/2021,MIDDAY,2 7 8,"1,617","$137,496"
12/30/2021,NIGHT,9 5 8,"1,058","$101,238"
12/30/2021,EVENING,7 0 6,"1,956","$228,650"
12/30/2021,MIDDAY,4 5 2,"2,255","$179,960"
12/29/2021,NIGHT,7 8 2,799,"$55,078"
12/29/2021,EVENING,8 5 8,810,"$118,118"
12/29/2021,MIDDAY,7 9 9,"1,785","$266,104"
12/28/2021,NIGHT,5 3 6,"1,298","$188,913"
12/28/2021,EVENING,7 7 9,"2,860","$434,988"
12/28/2021,MIDDAY,9 0 7,"1,292","$124,001"
12/27/2021,NIGHT,0 7 9,666,"$61,157"
12/27/2021,EVENING,6 7 7,"1,069","$139,209"
12/27/2021,MIDDAY,2 7 8,"2,203","$229,333"
12/26/2021,NIGHT,6 2 7,"1,037","$125,541"
12/26/2021,EVENING,0 6 0,"1,138","$163,256"
12/26/2021,MIDDAY,3 8 1,"3,196","$243,861"
12/25/2021,NIGHT,4 2 9,995,"$102,081"
12/25/2021,EVENING,0 2 8,"1,910","$123,757"
12/25/2021,MIDDAY,2 1 0,"7,191","$941,547"
12/24/2021,NIGHT,8 0 7,921,"$96,016"
