DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/12/2020,EVENING,1 2 8,"3,991","$521,625"
06/12/2020,MIDDAY,1 2 0,"9,985","$1,257,673"
06/11/2020,NIGHT,5 3 1,"2,709","$364,652"
06/11/2020,EVENING,7 0 4,"2,061","$237,330"
06/11/2020,MIDDAY,8 5 0,"2,397","$226,517"
06/10/2020,NIGHT,5 0 3,"1,621","$162,990"
06/10/2020,EVENING,1 1 4,"3,323","$694,859"
06/10/2020,MIDDAY,4 6 8,"3,194","$305,051"
06/09/2020,NIGHT,0 2 7,"1,501","$109,615"
06/09/2020,EVENING,7 3 6,"1,711","$176,380"
06/09/2020,MIDDAY,8 7 9,"3,062","$261,668"
06/08/2020,NIGHT,0 1 9,"2,173","$175,789"
06/08/2020,EVENING,7 7 5,"1,020","$154,213"
06/08/2020,MIDDAY,0 6 4,"1,889","$169,199"
06/07/2020,NIGHT,3 6 1,"1,707","$135,669"
06/07/2020,EVENING,6 6 7,"1,629","$275,277"
06/07/2020,MIDDAY,7 7 5,"1,228","$226,845"
06/06/2020,NIGHT,5 0 0,"1,308","$303,754"
06/06/2020,EVENING,0 9 1,"4,987","$308,690"
06/06/2020,MIDDAY,4 2 6,"4,119","$595,366"
