DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/27/2021,EVENING,1 0 8,"4,508","$792,297"
02/27/2021,MIDDAY,5 5 5,"9,064","$3,574,974"
02/26/2021,NIGHT,4 9 7,929,"$84,245"
02/26/2021,EVENING,2 2 4,"4,320","$1,080,647"
02/26/2021,MIDDAY,0 5 9,"1,178","$86,583"
02/25/2021,NIGHT,1 3 3,"1,371","$206,501"
02/25/2021,EVENING,5 9 0,"1,441","$132,622"
02/25/2021,MIDDAY,7 9 9,"1,067","$201,424"
02/24/2021,NIGHT,2 7 9,"1,063","$85,549"
02/24/2021,EVENING,8 8 3,990,"$180,999"
02/24/2021,MIDDAY,5 3 7,"2,036","$171,811"
02/23/2021,NIGHT,6 0 1,"1,866","$217,800"
02/23/2021,EVENING,8 4 0,"1,227","$98,710"
02/23/2021,MIDDAY,5 0 6,"1,226","$161,280"
02/22/2021,NIGHT,6 1 9,"1,102","$178,805"
02/22/2021,EVENING,6 2 7,"2,516","$290,650"
02/22/2021,MIDDAY,6 7 9,"4,416","$520,336"
02/21/2021,NIGHT,8 2 4,"1,266","$199,240"
02/21/2021,EVENING,3 7 5,"3,181","$278,961"
02/21/2021,MIDDAY,3 5 9,990,"$113,182"
