DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/29/2023,EVENING,6 9 1,"1,530","$118,124"
03/29/2023,MIDDAY,0 3 8,"1,467","$106,748"
03/28/2023,NIGHT,7 7 9,581,"$71,909"
03/28/2023,EVENING,3 8 8,"1,067","$162,236"
03/28/2023,MIDDAY,7 6 6,"1,074","$146,798"
03/27/2023,NIGHT,2 0 2,"1,421","$227,577"
03/27/2023,EVENING,3 0 8,"1,803","$213,181"
03/27/2023,MIDDAY,6 2 6,"2,872","$606,877"
03/26/2023,NIGHT,6 8 6,673,"$108,260"
03/26/2023,EVENING,5 8 0,"1,577","$142,736"
03/26/2023,MIDDAY,4 1 8,"2,607","$363,883"
03/25/2023,NIGHT,4 3 1,"1,734","$168,894"
03/25/2023,EVENING,7 2 0,"1,707","$200,061"
03/25/2023,MIDDAY,1 8 7,"4,104","$535,917"
03/24/2023,NIGHT,0 8 6,"1,043","$89,088"
03/24/2023,EVENING,2 0 0,"1,758","$277,127"
03/24/2023,MIDDAY,7 7 5,"1,127","$182,592"
03/23/2023,NIGHT,8 7 7,703,"$81,025"
03/23/2023,EVENING,3 4 3,"1,076","$131,690"
03/23/2023,MIDDAY,2 6 1,"2,609","$180,073"
