DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/13/2022,EVENING,5 5 2,"2,002","$292,968"
05/13/2022,MIDDAY,1 5 8,"2,203","$196,066"
05/12/2022,NIGHT,1 3 1,"2,286","$366,925"
05/12/2022,EVENING,6 2 0,"2,152","$241,933"
05/12/2022,MIDDAY,4 9 5,"1,383","$124,379"
05/11/2022,NIGHT,5 2 2,"2,459","$417,579"
05/11/2022,EVENING,6 0 2,"2,048","$190,869"
05/11/2022,MIDDAY,3 9 6,"2,640","$268,716"
05/10/2022,NIGHT,6 8 9,"1,173","$109,829"
05/10/2022,EVENING,6 4 3,"1,380","$114,375"
05/10/2022,MIDDAY,9 0 4,"1,537","$147,333"
05/09/2022,NIGHT,8 1 8,"2,870","$595,019"
05/09/2022,EVENING,7 4 8,"1,499","$143,262"
05/09/2022,MIDDAY,0 3 8,"2,476","$184,273"
05/08/2022,NIGHT,3 3 7,"1,021","$176,585"
05/08/2022,EVENING,5 8 4,"1,707","$148,284"
05/08/2022,MIDDAY,5 8 8,"1,031","$167,178"
05/07/2022,NIGHT,6 3 5,915,"$77,694"
05/07/2022,EVENING,0 1 0,"11,729","$1,942,914"
05/07/2022,MIDDAY,9 6 1,"2,140","$147,003"
