DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
08/09/2018,MIDDAY,2 7 8,"1,567","$140,812"
08/08/2018,NIGHT,6 6 6,"3,333","$1,159,589"
08/08/2018,EVENING,1 0 2,"8,165","$904,683"
08/08/2018,MIDDAY,2 9 1,"4,063","$293,263"
08/07/2018,NIGHT,4 7 5,812,"$79,898"
08/07/2018,EVENING,0 4 8,"1,368","$102,403"
08/07/2018,MIDDAY,3 6 9,"1,457","$208,543"
08/06/2018,NIGHT,5 2 1,"2,779","$342,180"
08/06/2018,EVENING,2 3 9,"2,496","$246,773"
08/06/2018,MIDDAY,6 7 3,"1,180","$104,827"
08/05/2018,NIGHT,8 3 2,"1,516","$121,419"
08/05/2018,EVENING,1 4 0,"2,768","$250,437"
08/05/2018,MIDDAY,9 9 7,798,"$116,116"
08/04/2018,NIGHT,4 5 9,827,"$91,917"
08/04/2018,EVENING,9 6 6,"1,373","$226,191"
08/04/2018,MIDDAY,3 6 9,"2,424","$370,780"
08/03/2018,NIGHT,2 8 5,"1,505","$135,251"
08/03/2018,EVENING,4 8 3,"1,485","$122,227"
08/03/2018,MIDDAY,2 1 7,"5,847","$650,643"
08/02/2018,NIGHT,4 5 0,992,"$108,361"
