DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/19/2020,MIDDAY,1 2 5,"9,521","$1,558,146"
06/18/2020,NIGHT,4 8 1,"1,580","$136,511"
06/18/2020,EVENING,4 2 1,"6,393","$961,309"
06/18/2020,MIDDAY,3 0 0,"1,561","$317,038"
06/17/2020,NIGHT,4 7 6,"1,256","$127,158"
06/17/2020,EVENING,7 4 0,"1,581","$126,421"
06/17/2020,MIDDAY,8 6 1,"2,289","$173,014"
06/16/2020,NIGHT,7 4 1,"1,421","$111,881"
06/16/2020,EVENING,9 5 1,"4,238","$385,583"
06/16/2020,MIDDAY,1 7 2,"5,722","$476,438"
06/15/2020,NIGHT,5 2 2,"2,224","$467,910"
06/15/2020,EVENING,8 2 3,"3,307","$420,630"
06/15/2020,MIDDAY,3 8 0,"1,440","$121,525"
06/14/2020,NIGHT,2 2 5,"2,674","$655,643"
06/14/2020,EVENING,0 5 2,"1,659","$112,982"
06/14/2020,MIDDAY,8 9 0,"2,113","$201,746"
06/13/2020,NIGHT,5 4 7,994,"$92,976"
06/13/2020,EVENING,5 0 2,"2,188","$217,160"
06/13/2020,MIDDAY,1 4 4,"3,063","$593,295"
06/12/2020,NIGHT,3 9 3,591,"$93,561"
