DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/18/2023,EVENING,2 0 3,"2,409","$242,991"
04/18/2023,MIDDAY,7 9 8,"1,908","$139,413"
04/17/2023,NIGHT,3 2 2,"2,720","$439,512"
04/17/2023,EVENING,4 1 2,"8,103","$885,429"
04/17/2023,MIDDAY,1 2 5,"3,228","$485,960"
04/16/2023,NIGHT,8 3 0,"1,071","$110,160"
04/16/2023,EVENING,7 3 7,"1,442","$237,008"
04/16/2023,MIDDAY,4 7 7,"1,004","$153,978"
04/15/2023,NIGHT,8 3 6,"1,412","$128,303"
04/15/2023,EVENING,0 5 5,"2,228","$303,463"
04/15/2023,MIDDAY,2 1 5,"4,032","$402,172"
04/14/2023,NIGHT,2 3 0,"2,031","$165,050"
04/14/2023,EVENING,2 3 5,"2,290","$191,463"
04/14/2023,MIDDAY,1 4 0,"4,417","$375,276"
04/13/2023,NIGHT,2 8 1,"2,078","$133,812"
04/13/2023,EVENING,6 8 4,"1,649","$151,501"
04/13/2023,MIDDAY,0 5 1,"2,807","$210,137"
04/12/2023,NIGHT,8 3 7,"1,013","$86,221"
04/12/2023,EVENING,3 7 8,"1,422","$155,834"
04/12/2023,MIDDAY,7 9 5,"1,030","$72,734"
