DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/30/2018,MIDDAY,6 8 7,"3,033","$221,385"
06/29/2018,NIGHT,0 3 7,"1,351","$115,155"
06/29/2018,EVENING,4 0 3,"2,243","$251,945"
06/29/2018,MIDDAY,6 7 4,"1,843","$155,435"
06/28/2018,NIGHT,4 8 8,478,"$82,421"
06/28/2018,EVENING,2 8 6,"3,120","$225,253"
06/28/2018,MIDDAY,0 7 1,"2,857","$208,033"
06/27/2018,NIGHT,6 4 6,528,"$85,721"
06/27/2018,EVENING,5 2 4,"2,987","$374,745"
06/27/2018,MIDDAY,2 0 2,"2,144","$392,710"
06/26/2018,NIGHT,7 0 5,810,"$106,678"
06/26/2018,EVENING,8 9 1,"1,803","$137,006"
06/26/2018,MIDDAY,2 3 0,"2,531","$203,117"
06/25/2018,NIGHT,8 2 5,"1,239","$175,975"
06/25/2018,EVENING,8 3 1,"3,228","$317,545"
06/25/2018,MIDDAY,7 6 9,"6,178","$932,736"
06/24/2018,NIGHT,9 9 2,803,"$144,333"
06/24/2018,EVENING,2 9 3,"1,585","$115,791"
06/24/2018,MIDDAY,8 7 5,"1,031","$97,878"
06/23/2018,NIGHT,4 3 1,"1,916","$182,740"
