DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/11/2020,MIDDAY,8 6 4,"1,111","$112,341"
03/10/2020,NIGHT,9 1 3,"1,222","$161,103"
03/10/2020,EVENING,4 2 7,"2,383","$344,852"
03/10/2020,MIDDAY,1 9 2,"3,462","$249,821"
03/09/2020,NIGHT,5 5 6,444,"$57,657"
03/09/2020,EVENING,0 5 8,"1,304","$92,550"
03/09/2020,MIDDAY,2 9 9,"1,027","$157,039"
03/08/2020,NIGHT,3 9 5,707,"$57,862"
03/08/2020,EVENING,4 6 8,"1,547","$172,457"
03/08/2020,MIDDAY,7 6 1,"1,119","$85,417"
03/07/2020,NIGHT,6 9 2,878,"$62,927"
03/07/2020,EVENING,8 4 2,"3,884","$332,567"
03/07/2020,MIDDAY,0 8 6,"1,277","$132,735"
03/06/2020,NIGHT,6 5 5,523,"$63,091"
03/06/2020,EVENING,7 6 3,"1,363","$114,277"
03/06/2020,MIDDAY,1 6 9,"1,523","$161,186"
03/05/2020,NIGHT,7 8 4,"1,051","$85,468"
03/05/2020,EVENING,5 6 0,"1,745","$185,150"
03/05/2020,MIDDAY,6 2 5,"1,912","$225,130"
03/04/2020,NIGHT,7 7 4,494,"$84,846"
