DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/10/2018,MIDDAY,3 1 2,"10,023","$901,640"
06/09/2018,NIGHT,2 1 7,"2,610","$323,909"
06/09/2018,EVENING,1 2 4,"3,900","$439,769"
06/09/2018,MIDDAY,0 2 8,"1,974","$135,032"
06/08/2018,NIGHT,6 3 0,"1,033","$120,066"
06/08/2018,EVENING,8 0 8,"2,077","$417,354"
06/08/2018,MIDDAY,4 6 2,"2,550","$206,412"
06/07/2018,NIGHT,6 4 5,"1,380","$149,091"
06/07/2018,EVENING,8 9 9,"1,489","$222,520"
06/07/2018,MIDDAY,2 9 6,"1,670","$122,181"
06/06/2018,NIGHT,7 3 6,859,"$88,695"
06/06/2018,EVENING,1 1 2,"3,574","$631,873"
06/06/2018,MIDDAY,3 6 8,"1,483","$163,955"
06/05/2018,NIGHT,8 7 0,644,"$51,215"
06/05/2018,EVENING,8 9 5,"1,273","$110,631"
06/05/2018,MIDDAY,6 2 4,"2,586","$322,577"
06/04/2018,NIGHT,2 8 9,"1,023","$114,805"
06/04/2018,EVENING,6 8 7,"2,844","$223,583"
06/04/2018,MIDDAY,1 2 9,"4,537","$555,588"
06/03/2018,NIGHT,6 9 4,935,"$90,317"
