DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
07/22/2020,EVENING,8 7 2,"2,113","$157,883"
07/22/2020,MIDDAY,4 1 5,"2,018","$254,184"
07/21/2020,NIGHT,6 5 1,"1,772","$151,359"
07/21/2020,EVENING,7 6 4,"1,427","$128,456"
07/21/2020,MIDDAY,9 8 7,"2,409","$274,739"
07/20/2020,NIGHT,1 5 4,"1,404","$116,850"
07/20/2020,EVENING,3 5 6,"2,122","$273,907"
07/20/2020,MIDDAY,4 6 2,"2,817","$272,707"
07/19/2020,NIGHT,1 4 5,"1,305","$136,200"
07/19/2020,EVENING,9 7 5,"1,373","$159,201"
07/19/2020,MIDDAY,1 6 4,"3,559","$340,107"
07/18/2020,NIGHT,5 8 8,483,"$71,920"
07/18/2020,EVENING,1 6 9,"2,365","$232,866"
07/18/2020,MIDDAY,7 6 1,"2,164","$180,742"
07/17/2020,NIGHT,8 7 3,798,"$70,961"
07/17/2020,EVENING,2 7 4,"2,902","$240,784"
07/17/2020,MIDDAY,4 5 9,"1,761","$198,051"
07/16/2020,NIGHT,5 9 8,758,"$71,007"
07/16/2020,EVENING,9 6 9,874,"$151,928"
07/16/2020,MIDDAY,5 0 2,"1,957","$177,200"
