DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
07/02/2020,EVENING,5 5 3,"1,091","$158,039"
07/02/2020,MIDDAY,4 8 2,"2,467","$187,649"
07/01/2020,NIGHT,2 6 3,"1,490","$127,334"
07/01/2020,EVENING,1 2 7,"5,000","$579,199"
07/01/2020,MIDDAY,9 5 3,"1,428","$120,488"
06/30/2020,NIGHT,3 7 7,"1,093","$236,742"
06/30/2020,EVENING,2 9 4,"2,018","$150,888"
06/30/2020,MIDDAY,1 2 7,"4,736","$614,078"
06/29/2020,NIGHT,2 5 4,"1,784","$188,204"
06/29/2020,EVENING,9 5 0,"1,724","$123,910"
06/29/2020,MIDDAY,5 7 8,"1,224","$119,153"
06/28/2020,NIGHT,1 3 3,"1,519","$249,383"
06/28/2020,EVENING,9 0 2,"1,703","$179,636"
06/28/2020,MIDDAY,1 4 7,"1,849","$147,696"
06/27/2020,NIGHT,8 7 5,786,"$70,918"
06/27/2020,EVENING,0 1 6,"3,056","$218,808"
06/27/2020,MIDDAY,6 2 6,"4,450","$1,152,250"
06/26/2020,NIGHT,1 5 5,"1,763","$351,167"
06/26/2020,EVENING,6 9 4,"1,303","$116,031"
06/26/2020,MIDDAY,2 1 1,"6,948","$1,300,560"
