DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/15/2023,MIDDAY,0 3 4,"1,595","$109,884"
01/14/2023,NIGHT,1 8 3,"1,553","$123,416"
01/14/2023,EVENING,2 1 5,"7,407","$859,930"
01/14/2023,MIDDAY,6 0 7,"1,472","$163,727"
01/13/2023,NIGHT,1 5 3,"2,539","$205,018"
01/13/2023,EVENING,8 2 9,"2,469","$258,549"
01/13/2023,MIDDAY,7 8 3,"1,111","$86,915"
01/12/2023,NIGHT,2 8 4,969,"$66,442"
01/12/2023,EVENING,1 9 8,"2,046","$176,923"
01/12/2023,MIDDAY,2 5 0,"1,893","$190,187"
01/11/2023,NIGHT,6 9 8,693,"$54,057"
01/11/2023,EVENING,9 3 9,"1,020","$156,045"
01/11/2023,MIDDAY,5 6 8,"1,413","$145,829"
01/10/2023,NIGHT,8 0 4,"1,498","$201,180"
01/10/2023,EVENING,9 8 4,"1,201","$115,487"
01/10/2023,MIDDAY,9 0 4,"2,210","$285,264"
01/09/2023,NIGHT,9 0 7,810,"$86,373"
01/09/2023,EVENING,5 6 3,"1,441","$119,409"
01/09/2023,MIDDAY,7 4 4,"1,151","$177,399"
01/08/2023,NIGHT,5 2 8,874,"$84,480"
