DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/19/2022,EVENING,4 1 9,"3,429","$522,344"
12/19/2022,MIDDAY,8 3 7,"1,159","$114,777"
12/18/2022,NIGHT,4 7 3,765,"$69,392"
12/18/2022,EVENING,4 6 2,"2,199","$193,439"
12/18/2022,MIDDAY,0 5 9,"1,189","$98,451"
12/17/2022,NIGHT,5 4 7,702,"$54,673"
12/17/2022,EVENING,1 8 3,"2,840","$228,948"
12/17/2022,MIDDAY,7 1 0,"2,792","$319,993"
12/16/2022,NIGHT,7 2 7,"1,185","$222,832"
12/16/2022,EVENING,7 0 6,"1,911","$229,557"
12/16/2022,MIDDAY,3 9 4,864,"$62,873"
12/15/2022,NIGHT,1 3 9,"1,522","$152,352"
12/15/2022,EVENING,2 3 8,"2,571","$234,802"
12/15/2022,MIDDAY,5 0 7,"1,442","$133,910"
12/14/2022,NIGHT,9 6 2,757,"$50,641"
12/14/2022,EVENING,1 9 8,"1,854","$167,670"
12/14/2022,MIDDAY,9 4 3,851,"$73,708"
12/13/2022,NIGHT,6 7 1,"1,072","$87,098"
12/13/2022,EVENING,5 4 9,"1,401","$154,072"
12/13/2022,MIDDAY,9 2 8,"1,235","$133,056"
