DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/24/2020,EVENING,1 5 7,"1,801","$157,741"
03/24/2020,MIDDAY,2 3 7,"1,656","$135,799"
03/23/2020,NIGHT,8 1 5,"1,065","$121,828"
03/23/2020,EVENING,6 0 7,"1,277","$149,544"
03/23/2020,MIDDAY,9 7 6,"2,748","$259,075"
03/22/2020,NIGHT,4 2 3,"1,343","$149,598"
03/22/2020,EVENING,8 9 5,"1,202","$120,372"
03/22/2020,MIDDAY,2 9 5,"1,082","$83,871"
03/21/2020,NIGHT,4 6 7,"1,017","$107,772"
03/21/2020,EVENING,7 9 9,"1,590","$285,225"
03/21/2020,MIDDAY,8 9 7,"3,171","$290,576"
03/20/2020,NIGHT,0 4 7,"1,705","$156,132"
03/20/2020,EVENING,0 4 0,"1,832","$280,383"
03/20/2020,MIDDAY,0 2 4,"1,460","$108,201"
03/19/2020,NIGHT,0 7 7,529,"$90,875"
03/19/2020,EVENING,4 4 4,"6,701","$2,508,468"
03/19/2020,MIDDAY,9 6 6,"1,059","$194,108"
03/18/2020,NIGHT,9 6 1,699,"$42,928"
03/18/2020,EVENING,5 1 0,"1,931","$208,875"
03/18/2020,MIDDAY,7 8 4,930,"$71,876"
