DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/18/2019,EVENING,8 1 7,"3,933","$496,036"
06/18/2019,MIDDAY,1 8 2,"2,187","$147,512"
06/17/2019,NIGHT,1 6 3,"1,702","$131,610"
06/17/2019,EVENING,4 8 8,753,"$145,178"
06/17/2019,MIDDAY,9 4 1,"1,264","$94,172"
06/16/2019,NIGHT,9 6 5,501,"$39,437"
06/16/2019,EVENING,0 4 4,"2,000","$348,173"
06/16/2019,MIDDAY,2 1 6,"3,609","$368,564"
06/15/2019,NIGHT,3 3 1,"1,959","$318,044"
06/15/2019,EVENING,1 2 1,"4,095","$733,697"
06/15/2019,MIDDAY,3 2 9,"2,307","$292,798"
06/14/2019,NIGHT,1 4 4,"1,471","$257,898"
06/14/2019,EVENING,4 1 9,"3,058","$579,958"
06/14/2019,MIDDAY,9 0 1,"3,506","$355,340"
06/13/2019,NIGHT,7 4 0,"1,207","$111,791"
06/13/2019,EVENING,4 4 7,955,"$175,153"
06/13/2019,MIDDAY,0 5 0,"1,144","$161,511"
06/12/2019,NIGHT,1 6 8,872,"$83,635"
06/12/2019,EVENING,8 7 8,957,"$132,910"
06/12/2019,MIDDAY,1 2 7,"3,137","$347,869"
