DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/05/2019,MIDDAY,7 9 4,979,"$75,550"
02/04/2019,NIGHT,9 5 3,779,"$70,742"
02/04/2019,EVENING,5 9 2,"1,710","$132,316"
02/04/2019,MIDDAY,2 1 7,"3,754","$429,172"
02/03/2019,NIGHT,2 0 9,815,"$111,302"
02/03/2019,EVENING,8 0 3,"2,151","$247,730"
02/03/2019,MIDDAY,1 5 6,"1,261","$106,400"
02/02/2019,NIGHT,8 6 9,548,"$47,094"
02/02/2019,EVENING,4 2 7,"2,350","$313,028"
02/02/2019,MIDDAY,0 8 8,"1,757","$257,708"
02/01/2019,NIGHT,6 1 5,"1,118","$137,332"
02/01/2019,EVENING,4 9 9,981,"$163,813"
02/01/2019,MIDDAY,6 7 6,"1,165","$168,660"
01/31/2019,NIGHT,1 0 3,"2,913","$335,082"
01/31/2019,EVENING,8 1 9,"2,927","$353,329"
01/31/2019,MIDDAY,1 9 0,"3,547","$271,494"
01/30/2019,NIGHT,3 8 2,"1,286","$99,670"
01/30/2019,EVENING,3 2 6,"1,852","$222,543"
01/30/2019,MIDDAY,5 4 2,"1,577","$126,848"
01/29/2019,NIGHT,8 6 7,"1,534","$155,139"
