DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/07/2018,NIGHT,2 9 8,714,"$59,593"
05/07/2018,EVENING,5 4 6,"2,672","$250,564"
05/07/2018,MIDDAY,8 7 1,"2,364","$186,805"
05/06/2018,NIGHT,1 9 8,878,"$69,453"
05/06/2018,EVENING,2 6 4,"2,887","$215,612"
05/06/2018,MIDDAY,5 8 4,"1,060","$101,473"
05/05/2018,NIGHT,7 3 0,848,"$96,259"
05/05/2018,EVENING,9 2 8,"2,102","$272,046"
05/05/2018,MIDDAY,7 9 5,"2,020","$170,903"
05/04/2018,NIGHT,3 5 7,"2,334","$484,857"
05/04/2018,EVENING,2 2 3,"2,399","$414,504"
05/04/2018,MIDDAY,3 8 5,"1,291","$116,663"
05/03/2018,NIGHT,1 9 6,"1,070","$99,000"
05/03/2018,EVENING,7 0 6,"1,991","$269,217"
05/03/2018,MIDDAY,4 8 0,"1,834","$194,327"
05/02/2018,NIGHT,5 0 0,"1,061","$234,064"
05/02/2018,EVENING,8 2 1,"4,893","$497,896"
05/02/2018,MIDDAY,4 2 9,"1,975","$255,242"
05/01/2018,NIGHT,5 8 3,"1,059","$83,345"
05/01/2018,EVENING,6 8 2,"2,019","$160,689"
