DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/27/2021,EVENING,6 7 7,"1,015","$152,333"
06/27/2021,MIDDAY,9 2 4,"1,473","$182,905"
06/26/2021,NIGHT,4 7 3,"1,168","$122,260"
06/26/2021,EVENING,8 4 1,"1,949","$162,378"
06/26/2021,MIDDAY,1 2 5,"3,208","$476,866"
06/25/2021,NIGHT,9 4 7,842,"$74,945"
06/25/2021,EVENING,3 6 0,"2,224","$222,613"
06/25/2021,MIDDAY,9 8 0,"2,269","$202,142"
06/24/2021,NIGHT,1 7 8,"3,688","$475,378"
06/24/2021,EVENING,8 3 9,"1,397","$127,307"
06/24/2021,MIDDAY,1 3 1,"3,616","$708,786"
06/23/2021,NIGHT,9 3 2,"1,054","$89,723"
06/23/2021,EVENING,6 4 6,"1,033","$202,063"
06/23/2021,MIDDAY,6 1 1,"3,186","$665,913"
06/22/2021,NIGHT,0 4 3,"1,248","$113,193"
06/22/2021,EVENING,8 5 0,"1,362","$123,984"
06/22/2021,MIDDAY,4 6 1,"2,186","$177,820"
06/21/2021,NIGHT,5 5 0,780,"$136,665"
06/21/2021,EVENING,2 8 7,"1,581","$135,593"
06/21/2021,MIDDAY,9 2 1,"3,282","$338,906"
