DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/27/2018,NIGHT,2 3 3,928,"$130,047"
05/27/2018,EVENING,8 4 4,706,"$126,411"
05/27/2018,MIDDAY,8 0 1,"2,418","$237,685"
05/26/2018,NIGHT,4 8 6,746,"$62,269"
05/26/2018,EVENING,7 3 8,"1,304","$107,801"
05/26/2018,MIDDAY,8 7 4,"1,464","$141,737"
05/25/2018,NIGHT,7 3 5,"1,387","$115,753"
05/25/2018,EVENING,7 1 2,"5,983","$725,938"
05/25/2018,MIDDAY,6 0 6,"1,839","$365,586"
05/24/2018,NIGHT,8 3 2,"1,342","$109,695"
05/24/2018,EVENING,6 6 5,798,"$112,064"
05/24/2018,MIDDAY,2 5 2,"1,979","$335,576"
05/23/2018,NIGHT,9 7 9,405,"$53,733"
05/23/2018,EVENING,3 3 8,"1,531","$246,557"
05/23/2018,MIDDAY,8 5 4,"1,061","$101,692"
05/22/2018,NIGHT,3 3 8,538,"$97,661"
05/22/2018,EVENING,0 6 3,"1,842","$137,913"
05/22/2018,MIDDAY,0 2 8,"1,506","$98,777"
05/21/2018,NIGHT,3 0 2,"2,088","$326,398"
05/21/2018,EVENING,6 0 3,"2,328","$252,842"
