DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/25/2021,MIDDAY,9 6 8,"1,133","$93,681"
05/24/2021,NIGHT,2 0 9,"1,169","$154,699"
05/24/2021,EVENING,0 4 9,"1,490","$135,517"
05/24/2021,MIDDAY,8 6 5,"1,032","$97,966"
05/23/2021,NIGHT,4 9 0,953,"$86,378"
05/23/2021,EVENING,9 9 9,"5,786","$2,147,476"
05/23/2021,MIDDAY,5 2 4,"2,415","$415,786"
05/22/2021,NIGHT,7 4 1,"2,048","$201,299"
05/22/2021,EVENING,2 4 8,"2,518","$245,075"
05/22/2021,MIDDAY,7 7 9,"1,266","$282,866"
05/21/2021,NIGHT,2 9 0,"1,216","$129,725"
05/21/2021,EVENING,3 8 5,"1,592","$163,658"
05/21/2021,MIDDAY,8 5 6,"1,486","$144,651"
05/20/2021,NIGHT,2 9 1,"4,114","$351,422"
05/20/2021,EVENING,1 8 9,"3,465","$366,006"
05/20/2021,MIDDAY,4 1 8,"2,938","$392,766"
05/19/2021,NIGHT,8 9 6,"1,104","$123,542"
05/19/2021,EVENING,1 4 6,"3,695","$376,551"
05/19/2021,MIDDAY,2 1 4,"8,520","$1,210,577"
05/18/2021,NIGHT,2 0 2,"1,743","$351,701"
