DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/22/2022,EVENING,9 2 0,"2,834","$311,145"
02/22/2022,MIDDAY,4 0 8,"1,970","$172,158"
02/21/2022,NIGHT,0 6 6,631,"$87,784"
02/21/2022,EVENING,0 2 4,"1,967","$134,122"
02/21/2022,MIDDAY,5 6 5,"1,138","$170,696"
02/20/2022,NIGHT,3 3 9,710,"$106,643"
02/20/2022,EVENING,7 2 6,"2,288","$283,202"
02/20/2022,MIDDAY,1 9 8,"1,609","$113,583"
02/19/2022,NIGHT,9 3 4,"1,001","$103,807"
02/19/2022,EVENING,5 8 3,"1,457","$118,748"
02/19/2022,MIDDAY,2 1 8,"6,252","$809,899"
02/18/2022,NIGHT,8 8 6,"1,175","$165,628"
02/18/2022,EVENING,8 6 6,998,"$128,913"
02/18/2022,MIDDAY,1 8 3,"3,859","$295,977"
02/17/2022,NIGHT,0 4 2,"1,869","$134,344"
02/17/2022,EVENING,9 1 6,"2,261","$266,705"
02/17/2022,MIDDAY,6 3 2,"2,856","$248,481"
02/16/2022,NIGHT,0 2 7,"1,391","$86,841"
02/16/2022,EVENING,6 8 5,"1,556","$130,279"
02/16/2022,MIDDAY,1 8 1,"2,455","$371,065"
