DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/24/2020,EVENING,2 6 8,"2,915","$306,946"
01/24/2020,MIDDAY,0 4 9,"1,363","$106,427"
01/23/2020,NIGHT,3 2 0,"1,673","$185,413"
01/23/2020,EVENING,6 9 0,"1,578","$147,244"
01/23/2020,MIDDAY,2 2 2,"4,093","$1,342,552"
01/22/2020,NIGHT,9 9 1,940,"$152,177"
01/22/2020,EVENING,4 4 8,717,"$104,616"
01/22/2020,MIDDAY,0 1 3,"3,996","$298,536"
01/21/2020,NIGHT,1 5 1,"1,409","$226,076"
01/21/2020,EVENING,4 8 4,"1,180","$224,359"
01/21/2020,MIDDAY,6 3 4,"1,361","$180,716"
01/20/2020,NIGHT,8 8 8,"4,124","$1,513,088"
01/20/2020,EVENING,8 7 4,967,"$81,716"
01/20/2020,MIDDAY,4 9 5,"1,106","$98,519"
01/19/2020,NIGHT,5 3 4,"1,160","$109,161"
01/19/2020,EVENING,9 8 9,"1,164","$173,492"
01/19/2020,MIDDAY,9 0 0,"1,427","$228,672"
01/18/2020,NIGHT,9 1 1,"3,521","$776,926"
01/18/2020,EVENING,2 7 2,"1,366","$206,190"
01/18/2020,MIDDAY,4 1 0,"1,810","$199,226"
