DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/11/2019,NIGHT,4 9 4,345,"$46,452"
06/11/2019,EVENING,5 9 2,"1,677","$118,636"
06/11/2019,MIDDAY,3 6 9,"1,722","$274,265"
06/10/2019,NIGHT,2 7 1,"2,019","$141,610"
06/10/2019,EVENING,0 9 6,"1,498","$104,164"
06/10/2019,MIDDAY,9 8 9,861,"$136,023"
06/09/2019,NIGHT,0 6 3,"1,154","$89,409"
06/09/2019,EVENING,8 0 5,"1,149","$135,930"
06/09/2019,MIDDAY,0 1 0,"6,982","$1,270,548"
06/08/2019,NIGHT,4 1 0,"1,504","$214,181"
06/08/2019,EVENING,1 0 7,"3,265","$422,895"
06/08/2019,MIDDAY,7 3 1,"2,419","$264,157"
06/07/2019,NIGHT,2 7 9,"1,069","$87,302"
06/07/2019,EVENING,3 9 8,"1,208","$105,333"
06/07/2019,MIDDAY,6 0 5,"1,895","$233,440"
06/06/2019,NIGHT,6 6 0,"1,498","$247,118"
06/06/2019,EVENING,3 1 8,"3,270","$492,247"
06/06/2019,MIDDAY,7 0 7,"1,147","$214,241"
06/05/2019,NIGHT,2 3 7,910,"$73,121"
06/05/2019,EVENING,6 5 2,"1,950","$178,695"
