DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/23/2022,EVENING,2 3 2,"2,763","$376,255"
04/23/2022,MIDDAY,7 3 6,"1,329","$112,605"
04/22/2022,NIGHT,7 7 0,796,"$111,721"
04/22/2022,EVENING,6 2 7,"2,392","$231,957"
04/22/2022,MIDDAY,2 0 4,"3,965","$378,262"
04/21/2022,NIGHT,0 2 4,"2,777","$190,911"
04/21/2022,EVENING,1 9 9,"4,625","$785,169"
04/21/2022,MIDDAY,0 9 8,"1,993","$133,784"
04/20/2022,NIGHT,8 1 5,"2,341","$275,829"
04/20/2022,EVENING,6 0 7,"2,215","$232,761"
04/20/2022,MIDDAY,1 9 4,"3,436","$257,236"
04/19/2022,NIGHT,9 0 7,953,"$99,222"
04/19/2022,EVENING,8 3 3,"1,439","$211,315"
04/19/2022,MIDDAY,8 0 0,"1,647","$270,763"
04/18/2022,NIGHT,0 4 1,"1,683","$103,809"
04/18/2022,EVENING,1 1 3,"7,500","$1,405,117"
04/18/2022,MIDDAY,5 5 1,"3,153","$491,159"
04/17/2022,NIGHT,5 5 2,879,"$132,931"
04/17/2022,EVENING,2 4 6,"3,693","$367,977"
04/17/2022,MIDDAY,3 0 9,"1,698","$201,580"
