DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/30/2020,MIDDAY,5 4 6,"2,906","$262,327"
05/29/2020,NIGHT,1 6 1,"1,425","$231,247"
05/29/2020,EVENING,0 1 4,"3,200","$218,858"
05/29/2020,MIDDAY,4 3 8,"1,449","$131,590"
05/28/2020,NIGHT,2 6 0,"1,579","$151,136"
05/28/2020,EVENING,3 0 4,"2,456","$315,837"
05/28/2020,MIDDAY,7 5 6,"3,297","$322,027"
05/27/2020,NIGHT,1 3 5,"2,750","$265,778"
05/27/2020,EVENING,5 7 2,"4,539","$362,804"
05/27/2020,MIDDAY,5 2 9,"1,953","$288,446"
05/26/2020,NIGHT,7 1 1,"5,515","$1,572,273"
05/26/2020,EVENING,7 1 4,"2,464","$277,822"
05/26/2020,MIDDAY,7 8 4,"1,411","$115,974"
05/25/2020,NIGHT,3 7 2,844,"$56,818"
05/25/2020,EVENING,8 8 1,"1,824","$322,611"
05/25/2020,MIDDAY,6 7 8,"4,760","$787,965"
05/24/2020,NIGHT,8 7 9,"1,367","$112,440"
05/24/2020,EVENING,0 5 0,"1,806","$274,668"
05/24/2020,MIDDAY,3 5 7,"2,771","$516,429"
05/23/2020,NIGHT,6 7 1,"1,448","$104,830"
