DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/16/2018,NIGHT,3 9 2,"1,942","$193,760"
06/16/2018,EVENING,9 3 5,"1,817","$179,107"
06/16/2018,MIDDAY,2 6 8,"2,443","$236,090"
06/15/2018,NIGHT,9 5 5,"1,130","$204,949"
06/15/2018,EVENING,4 9 5,"1,696","$161,369"
06/15/2018,MIDDAY,5 6 7,"3,920","$504,417"
06/14/2018,NIGHT,9 7 5,840,"$74,928"
06/14/2018,EVENING,3 7 3,"1,288","$246,705"
06/14/2018,MIDDAY,3 5 8,"1,620","$197,695"
06/13/2018,NIGHT,7 0 7,725,"$150,582"
06/13/2018,EVENING,4 3 6,"1,414","$117,631"
06/13/2018,MIDDAY,8 8 8,"8,876","$3,285,583"
06/12/2018,NIGHT,7 3 2,"1,696","$149,964"
06/12/2018,EVENING,4 9 9,669,"$103,104"
06/12/2018,MIDDAY,4 1 5,"2,337","$250,225"
06/11/2018,NIGHT,7 2 8,"1,708","$275,050"
06/11/2018,EVENING,9 3 7,"1,389","$133,245"
06/11/2018,MIDDAY,7 7 8,902,"$97,309"
06/10/2018,NIGHT,2 2 5,920,"$212,210"
06/10/2018,EVENING,9 1 9,"1,813","$390,038"
