DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/07/2020,MIDDAY,4 1 6,"2,673","$434,762"
09/06/2020,NIGHT,0 1 3,"4,231","$345,473"
09/06/2020,EVENING,9 0 6,"3,411","$590,073"
09/06/2020,MIDDAY,8 3 9,900,"$79,909"
09/05/2020,NIGHT,7 8 0,805,"$65,659"
09/05/2020,EVENING,8 1 1,"3,249","$607,790"
09/05/2020,MIDDAY,0 6 1,"3,018","$250,794"
09/04/2020,NIGHT,9 7 4,962,"$100,535"
09/04/2020,EVENING,8 5 8,"1,091","$178,174"
09/04/2020,MIDDAY,4 6 8,"1,582","$156,151"
09/03/2020,NIGHT,9 8 2,"1,912","$161,406"
09/03/2020,EVENING,5 1 7,"2,366","$281,725"
09/03/2020,MIDDAY,9 9 8,"1,821","$310,666"
09/02/2020,NIGHT,9 9 3,570,"$96,568"
09/02/2020,EVENING,2 4 5,"2,768","$271,849"
09/02/2020,MIDDAY,8 2 3,"2,207","$285,441"
09/01/2020,NIGHT,0 1 0,"5,594","$999,570"
09/01/2020,EVENING,0 2 2,"2,517","$394,464"
09/01/2020,MIDDAY,4 1 0,"2,537","$336,543"
08/31/2020,NIGHT,8 3 2,"1,286","$110,084"
