DATE,DRAW,WINNING NUMBERS,winning_digit_1,winning_digit_2,winning_digit_3
1556582400.0,1.0,762.0,7.0,6.0,2.0
1556582400.0,2.0,915.0,9.0,1.0,5.0
1556668800.0,0.0,828.0,8.0,2.0,8.0
1556668800.0,1.0,248.0,2.0,4.0,8.0
1556668800.0,2.0,809.0,8.0,0.0,9.0
1556755200.0,0.0,683.0,6.0,8.0,3.0
1556755200.0,1.0,138.0,1.0,3.0,8.0
1556755200.0,2.0,473.0,4.0,7.0,3.0
1556841600.0,0.0,153.0,1.0,5.0,3.0
1556841600.0,1.0,638.0,6.0,3.0,8.0
1556841600.0,2.0,831.0,8.0,3.0,1.0
1556928000.0,1.0,424.0,4.0,2.0,4.0
1556928000.0,0.0,191.0,1.0,9.0,1.0
1556928000.0,2.0,220.0,2.0,2.0,0.0
1557014400.0,1.0,956.0,9.0,5.0,6.0
1557014400.0,2.0,849.0,8.0,4.0,9.0
1557014400.0,0.0,547.0,5.0,4.0,7.0
1557100800.0,2.0,938.0,9.0,3.0,8.0
1557100800.0,1.0,560.0,5.0,6.0,0.0
1557100800.0,0.0,887.0,8.0,8.0,7.0
1557187200.0,2.0,106.0,1.0,0.0,6.0
1557187200.0,1.0,525.0,5.0,2.0,5.0
1557187200.0,0.0,799.0,7.0,9.0,9.0
1557273600.0,2.0,758.0,7.0,5.0,8.0
1557273600.0,1.0,185.0,1.0,8.0,5.0
1557273600.0,0.0,549.0,5.0,4.0,9.0
1557360000.0,0.0,224.0,2.0,2.0,4.0
1557360000.0,2.0,30.0,0.0,3.0,0.0
1557360000.0,1.0,6.0,0.0,0.0,6.0
1557446400.0,1.0,832.0,8.0,3.0,2.0
1557446400.0,2.0,342.0,3.0,4.0,2.0
1557446400.0,0.0,236.0,2.0,3.0,6.0
1557532800.0,0.0,375.0,3.0,7.0,5.0
1557532800.0,1.0,745.0,7.0,4.0,5.0
1557532800.0,2.0,240.0,2.0,4.0,0.0
1557619200.0,0.0,712.0,7.0,1.0,2.0
1557619200.0,1.0,753.0,7.0,5.0,3.0
1557619200.0,2.0,524.0,5.0,2.0,4.0
1557705600.0,0.0,559.0,5.0,5.0,9.0
1557705600.0,1.0,756.0,7.0,5.0,6.0
1557705600.0,2.0,190.0,1.0,9.0,0.0
1557792000.0,0.0,576.0,5.0,7.0,6.0
1557792000.0,1.0,921.0,9.0,2.0,1.0
1557792000.0,2.0,476.0,4.0,7.0,6.0
1557878400.0,2.0,292.0,2.0,9.0,2.0
1557878400.0,1.0,257.0,2.0,5.0,7.0
1557878400.0,0.0,927.0,9.0,2.0,7.0
1557964800.0,2.0,314.0,3.0,1.0,4.0
1557964800.0,1.0,854.0,8.0,5.0,4.0
1557964800.0,0.0,485.0,4.0,8.0,5.0
1558051200.0,1.0,218.0,2.0,1.0,8.0
1558051200.0,2.0,565.0,5.0,6.0,5.0
1558051200.0,0.0,258.0,2.0,5.0,8.0
1558137600.0,0.0,369.0,3.0,6.0,9.0
1558137600.0,1.0,685.0,6.0,8.0,5.0
1558137600.0,2.0,580.0,5.0,8.0,0.0
1558224000.0,1.0,266.0,2.0,6.0,6.0
1558224000.0,0.0,665.0,6.0,6.0,5.0
1558224000.0,2.0,713.0,7.0,1.0,3.0
1558310400.0,1.0,149.0,1.0,4.0,9.0
1558310400.0,2.0,523.0,5.0,2.0,3.0
1558310400.0,0.0,895.0,8.0,9.0,5.0
1558396800.0,0.0,933.0,9.0,3.0,3.0
1558396800.0,1.0,174.0,1.0,7.0,4.0
1558396800.0,2.0,336.0,3.0,3.0,6.0
1558483200.0,0.0,974.0,9.0,7.0,4.0
1558483200.0,1.0,638.0,6.0,3.0,8.0
1558483200.0,2.0,23.0,0.0,2.0,3.0
1558569600.0,1.0,272.0,2.0,7.0,2.0
1558569600.0,2.0,672.0,6.0,7.0,2.0
1558569600.0,0.0,806.0,8.0,0.0,6.0
1558656000.0,1.0,120.0,1.0,2.0,0.0
1558656000.0,2.0,484.0,4.0,8.0,4.0
1558656000.0,0.0,497.0,4.0,9.0,7.0
1558742400.0,0.0,21.0,0.0,2.0,1.0
1558742400.0,1.0,179.0,1.0,7.0,9.0
1558742400.0,2.0,143.0,1.0,4.0,3.0
1558828800.0,0.0,128.0,1.0,2.0,8.0
1558828800.0,1.0,449.0,4.0,4.0,9.0
1558828800.0,2.0,834.0,8.0,3.0,4.0
1558915200.0,2.0,989.0,9.0,8.0,9.0
1558915200.0,0.0,587.0,5.0,8.0,7.0
1558915200.0,1.0,794.0,7.0,9.0,4.0
1559001600.0,2.0,969.0,9.0,6.0,9.0
1559001600.0,0.0,625.0,6.0,2.0,5.0
1559001600.0,1.0,728.0,7.0,2.0,8.0
1559088000.0,1.0,358.0,3.0,5.0,8.0
1559088000.0,2.0,7.0,0.0,0.0,7.0
1559088000.0,0.0,344.0,3.0,4.0,4.0
1559174400.0,0.0,868.0,8.0,6.0,8.0
1559174400.0,2.0,272.0,2.0,7.0,2.0
1559174400.0,1.0,587.0,5.0,8.0,7.0
1559260800.0,0.0,454.0,4.0,5.0,4.0
1559260800.0,2.0,969.0,9.0,6.0,9.0
1559260800.0,1.0,740.0,7.0,4.0,0.0
1559347200.0,2.0,186.0,1.0,8.0,6.0
1559347200.0,1.0,507.0,5.0,0.0,7.0
1559347200.0,0.0,640.0,6.0,4.0,0.0
1559433600.0,2.0,139.0,1.0,3.0,9.0
1559433600.0,1.0,357.0,3.0,5.0,7.0
1559433600.0,0.0,908.0,9.0,0.0,8.0
1559520000.0,2.0,240.0,2.0,4.0,0.0
1559520000.0,1.0,237.0,2.0,3.0,7.0
1559520000.0,0.0,690.0,6.0,9.0,0.0
1559606400.0,1.0,479.0,4.0,7.0,9.0
1559606400.0,2.0,266.0,2.0,6.0,6.0
1559606400.0,0.0,414.0,4.0,1.0,4.0
1559692800.0,2.0,237.0,2.0,3.0,7.0
1559692800.0,1.0,652.0,6.0,5.0,2.0
1559692800.0,0.0,288.0,2.0,8.0,8.0
1559779200.0,2.0,660.0,6.0,6.0,0.0
1559779200.0,1.0,318.0,3.0,1.0,8.0
1559779200.0,0.0,707.0,7.0,0.0,7.0
1559865600.0,2.0,279.0,2.0,7.0,9.0
1559865600.0,1.0,398.0,3.0,9.0,8.0
1559865600.0,0.0,605.0,6.0,0.0,5.0
1559952000.0,2.0,410.0,4.0,1.0,0.0
1559952000.0,1.0,107.0,1.0,0.0,7.0
1559952000.0,0.0,731.0,7.0,3.0,1.0
1560038400.0,1.0,805.0,8.0,0.0,5.0
1560038400.0,0.0,10.0,0.0,1.0,0.0
1560038400.0,2.0,63.0,0.0,6.0,3.0
1560124800.0,0.0,989.0,9.0,8.0,9.0
1560124800.0,2.0,271.0,2.0,7.0,1.0
1560124800.0,1.0,96.0,0.0,9.0,6.0
1560211200.0,1.0,592.0,5.0,9.0,2.0
1560211200.0,0.0,369.0,3.0,6.0,9.0
1560211200.0,2.0,494.0,4.0,9.0,4.0
1560297600.0,0.0,127.0,1.0,2.0,7.0
1560297600.0,1.0,878.0,8.0,7.0,8.0
1560297600.0,2.0,168.0,1.0,6.0,8.0
1560384000.0,0.0,50.0,0.0,5.0,0.0
1560384000.0,1.0,447.0,4.0,4.0,7.0
1560384000.0,2.0,740.0,7.0,4.0,0.0
1560470400.0,0.0,901.0,9.0,0.0,1.0
1560470400.0,1.0,419.0,4.0,1.0,9.0
1560470400.0,2.0,144.0,1.0,4.0,4.0
1560556800.0,2.0,331.0,3.0,3.0,1.0
1560556800.0,0.0,329.0,3.0,2.0,9.0
1560556800.0,1.0,121.0,1.0,2.0,1.0
1560643200.0,2.0,965.0,9.0,6.0,5.0
1560643200.0,1.0,44.0,0.0,4.0,4.0
1560643200.0,0.0,216.0,2.0,1.0,6.0
1560729600.0,0.0,941.0,9.0,4.0,1.0
1560729600.0,1.0,488.0,4.0,8.0,8.0
1560729600.0,2.0,163.0,1.0,6.0,3.0
1560816000.0,0.0,182.0,1.0,8.0,2.0
1560816000.0,1.0,817.0,8.0,1.0,7.0
1560816000.0,2.0,25.0,0.0,2.0,5.0
1560902400.0,0.0,616.0,6.0,1.0,6.0
1560902400.0,2.0,195.0,1.0,9.0,5.0
1560902400.0,1.0,517.0,5.0,1.0,7.0
1560988800.0,2.0,743.0,7.0,4.0,3.0
1560988800.0,1.0,794.0,7.0,9.0,4.0
1560988800.0,0.0,802.0,8.0,0.0,2.0
1561075200.0,0.0,567.0,5.0,6.0,7.0
1561075200.0,1.0,69.0,0.0,6.0,9.0
1561075200.0,2.0,782.0,7.0,8.0,2.0
1561161600.0,0.0,583.0,5.0,8.0,3.0
1561161600.0,1.0,579.0,5.0,7.0,9.0
1561161600.0,2.0,557.0,5.0,5.0,7.0
1561248000.0,2.0,237.0,2.0,3.0,7.0
1561248000.0,0.0,657.0,6.0,5.0,7.0
1561248000.0,1.0,935.0,9.0,3.0,5.0
1561334400.0,2.0,682.0,6.0,8.0,2.0
1561334400.0,1.0,349.0,3.0,4.0,9.0
1561334400.0,0.0,634.0,6.0,3.0,4.0
1561420800.0,0.0,4.0,0.0,0.0,4.0
1561420800.0,1.0,350.0,3.0,5.0,0.0
1561420800.0,2.0,52.0,0.0,5.0,2.0
1561507200.0,1.0,834.0,8.0,3.0,4.0
1561507200.0,0.0,295.0,2.0,9.0,5.0
1561507200.0,2.0,11.0,0.0,1.0,1.0
1561593600.0,0.0,258.0,2.0,5.0,8.0
1561593600.0,2.0,662.0,6.0,6.0,2.0
1561593600.0,1.0,558.0,5.0,5.0,8.0
1561680000.0,1.0,667.0,6.0,6.0,7.0
1561680000.0,0.0,361.0,3.0,6.0,1.0
1561680000.0,2.0,826.0,8.0,2.0,6.0
1561766400.0,2.0,770.0,7.0,7.0,0.0
1561766400.0,1.0,60.0,0.0,6.0,0.0
1561766400.0,0.0,779.0,7.0,7.0,9.0
1561852800.0,0.0,140.0,1.0,4.0,0.0
1561852800.0,1.0,742.0,7.0,4.0,2.0
1561852800.0,2.0,999.0,9.0,9.0,9.0
1561939200.0,0.0,187.0,1.0,8.0,7.0
1561939200.0,1.0,44.0,0.0,4.0,4.0
1561939200.0,2.0,211.0,2.0,1.0,1.0
1562025600.0,2.0,54.0,0.0,5.0,4.0
1562025600.0,1.0,291.0,2.0,9.0,1.0
1562025600.0,0.0,350.0,3.0,5.0,0.0
1562112000.0,0.0,15.0,0.0,1.0,5.0
1562112000.0,1.0,614.0,6.0,1.0,4.0
1562112000.0,2.0,696.0,6.0,9.0,6.0
1562198400.0,0.0,728.0,7.0,2.0,8.0
1562198400.0,1.0,49.0,0.0,4.0,9.0
1562198400.0,2.0,12.0,0.0,1.0,2.0
1562284800.0,0.0,604.0,6.0,0.0,4.0
1562284800.0,2.0,818.0,8.0,1.0,8.0
1562284800.0,1.0,448.0,4.0,4.0,8.0
1562371200.0,2.0,592.0,5.0,9.0,2.0
1562371200.0,1.0,151.0,1.0,5.0,1.0
1562371200.0,0.0,726.0,7.0,2.0,6.0
1562457600.0,0.0,728.0,7.0,2.0,8.0
1562457600.0,1.0,947.0,9.0,4.0,7.0
1562457600.0,2.0,23.0,0.0,2.0,3.0
1562544000.0,0.0,852.0,8.0,5.0,2.0
1562544000.0,1.0,665.0,6.0,6.0,5.0
1562544000.0,2.0,918.0,9.0,1.0,8.0
1562630400.0,2.0,488.0,4.0,8.0,8.0
1562630400.0,0.0,873.0,8.0,7.0,3.0
1562630400.0,1.0,848.0,8.0,4.0,8.0
1562716800.0,0.0,754.0,7.0,5.0,4.0
1562716800.0,1.0,974.0,9.0,7.0,4.0
1562716800.0,2.0,463.0,4.0,6.0,3.0
1562803200.0,0.0,512.0,5.0,1.0,2.0
1562803200.0,1.0,159.0,1.0,5.0,9.0
1562803200.0,2.0,648.0,6.0,4.0,8.0
1562889600.0,0.0,243.0,2.0,4.0,3.0
1562889600.0,2.0,53.0,0.0,5.0,3.0
1562889600.0,1.0,785.0,7.0,8.0,5.0
1562976000.0,1.0,124.0,1.0,2.0,4.0
1562976000.0,2.0,377.0,3.0,7.0,7.0
1562976000.0,0.0,640.0,6.0,4.0,0.0
1563062400.0,2.0,972.0,9.0,7.0,2.0
1563062400.0,1.0,18.0,0.0,1.0,8.0
1563062400.0,0.0,531.0,5.0,3.0,1.0
1563148800.0,1.0,742.0,7.0,4.0,2.0
1563148800.0,2.0,475.0,4.0,7.0,5.0
1563148800.0,0.0,841.0,8.0,4.0,1.0
1563235200.0,1.0,503.0,5.0,0.0,3.0
1563235200.0,2.0,921.0,9.0,2.0,1.0
1563235200.0,0.0,61.0,0.0,6.0,1.0
1563321600.0,0.0,642.0,6.0,4.0,2.0
1563321600.0,1.0,443.0,4.0,4.0,3.0
1563321600.0,2.0,312.0,3.0,1.0,2.0
1563408000.0,0.0,173.0,1.0,7.0,3.0
1563408000.0,1.0,621.0,6.0,2.0,1.0
1563408000.0,2.0,62.0,0.0,6.0,2.0
1563494400.0,0.0,788.0,7.0,8.0,8.0
1563494400.0,1.0,40.0,0.0,4.0,0.0
1563494400.0,2.0,414.0,4.0,1.0,4.0
1563580800.0,0.0,672.0,6.0,7.0,2.0
1563580800.0,1.0,360.0,3.0,6.0,0.0
1563580800.0,2.0,786.0,7.0,8.0,6.0
1563667200.0,1.0,113.0,1.0,1.0,3.0
1563667200.0,2.0,186.0,1.0,8.0,6.0
1563667200.0,0.0,482.0,4.0,8.0,2.0
1563753600.0,0.0,654.0,6.0,5.0,4.0
1563753600.0,1.0,123.0,1.0,2.0,3.0
1563753600.0,2.0,576.0,5.0,7.0,6.0
1563840000.0,0.0,635.0,6.0,3.0,5.0
1563840000.0,1.0,107.0,1.0,0.0,7.0
1563840000.0,2.0,125.0,1.0,2.0,5.0
1563926400.0,1.0,929.0,9.0,2.0,9.0
1563926400.0,0.0,996.0,9.0,9.0,6.0
1563926400.0,2.0,604.0,6.0,0.0,4.0
1564012800.0,2.0,567.0,5.0,6.0,7.0
1564012800.0,0.0,293.0,2.0,9.0,3.0
1564012800.0,1.0,98.0,0.0,9.0,8.0
1564099200.0,0.0,253.0,2.0,5.0,3.0
1564099200.0,1.0,194.0,1.0,9.0,4.0
1564099200.0,2.0,576.0,5.0,7.0,6.0
1564185600.0,2.0,870.0,8.0,7.0,0.0
1564185600.0,1.0,295.0,2.0,9.0,5.0
1564185600.0,0.0,312.0,3.0,1.0,2.0
1564272000.0,0.0,412.0,4.0,1.0,2.0
1564272000.0,1.0,70.0,0.0,7.0,0.0
1564272000.0,2.0,13.0,0.0,1.0,3.0
1564358400.0,0.0,437.0,4.0,3.0,7.0
1564358400.0,1.0,36.0,0.0,3.0,6.0
1564358400.0,2.0,170.0,1.0,7.0,0.0
1564444800.0,2.0,697.0,6.0,9.0,7.0
1564444800.0,0.0,950.0,9.0,5.0,0.0
1564444800.0,1.0,153.0,1.0,5.0,3.0
1564531200.0,0.0,371.0,3.0,7.0,1.0
1564531200.0,1.0,276.0,2.0,7.0,6.0
1564531200.0,2.0,19.0,0.0,1.0,9.0
1564617600.0,0.0,159.0,1.0,5.0,9.0
1564617600.0,1.0,875.0,8.0,7.0,5.0
1564617600.0,2.0,638.0,6.0,3.0,8.0
1564704000.0,1.0,614.0,6.0,1.0,4.0
1564704000.0,0.0,635.0,6.0,3.0,5.0
1564704000.0,2.0,863.0,8.0,6.0,3.0
1564790400.0,0.0,638.0,6.0,3.0,8.0
1564790400.0,1.0,102.0,1.0,0.0,2.0
1564790400.0,2.0,70.0,0.0,7.0,0.0
1564876800.0,0.0,449.0,4.0,4.0,9.0
1564876800.0,1.0,824.0,8.0,2.0,4.0
1564876800.0,2.0,375.0,3.0,7.0,5.0
1564963200.0,0.0,13.0,0.0,1.0,3.0
1564963200.0,1.0,397.0,3.0,9.0,7.0
1564963200.0,2.0,838.0,8.0,3.0,8.0
1565049600.0,0.0,9.0,0.0,0.0,9.0
1565049600.0,1.0,421.0,4.0,2.0,1.0
1565049600.0,2.0,755.0,7.0,5.0,5.0
1565136000.0,1.0,915.0,9.0,1.0,5.0
1565136000.0,2.0,961.0,9.0,6.0,1.0
1565136000.0,0.0,502.0,5.0,0.0,2.0
1565222400.0,0.0,440.0,4.0,4.0,0.0
1565222400.0,1.0,843.0,8.0,4.0,3.0
1565222400.0,2.0,694.0,6.0,9.0,4.0
1565308800.0,0.0,96.0,0.0,9.0,6.0
1565308800.0,1.0,355.0,3.0,5.0,5.0
1565308800.0,2.0,991.0,9.0,9.0,1.0
1565395200.0,0.0,302.0,3.0,0.0,2.0
1565395200.0,1.0,907.0,9.0,0.0,7.0
1565395200.0,2.0,861.0,8.0,6.0,1.0
1565481600.0,2.0,231.0,2.0,3.0,1.0
1565481600.0,0.0,238.0,2.0,3.0,8.0
1565481600.0,1.0,124.0,1.0,2.0,4.0
1565568000.0,2.0,680.0,6.0,8.0,0.0
1565568000.0,0.0,755.0,7.0,5.0,5.0
1565568000.0,1.0,727.0,7.0,2.0,7.0
1565654400.0,0.0,641.0,6.0,4.0,1.0
1565654400.0,1.0,306.0,3.0,0.0,6.0
1565654400.0,2.0,475.0,4.0,7.0,5.0
1565740800.0,0.0,293.0,2.0,9.0,3.0
1565740800.0,1.0,164.0,1.0,6.0,4.0
1565740800.0,2.0,722.0,7.0,2.0,2.0
1565827200.0,2.0,730.0,7.0,3.0,0.0
1565827200.0,1.0,567.0,5.0,6.0,7.0
1565827200.0,0.0,780.0,7.0,8.0,0.0
1565913600.0,2.0,84.0,0.0,8.0,4.0
1565913600.0,1.0,61.0,0.0,6.0,1.0
1565913600.0,0.0,865.0,8.0,6.0,5.0
1566000000.0,1.0,6.0,0.0,0.0,6.0
1566000000.0,0.0,297.0,2.0,9.0,7.0
1566000000.0,2.0,427.0,4.0,2.0,7.0
1566086400.0,1.0,446.0,4.0,4.0,6.0
1566086400.0,2.0,748.0,7.0,4.0,8.0
1566086400.0,0.0,562.0,5.0,6.0,2.0
1566172800.0,0.0,850.0,8.0,5.0,0.0
1566172800.0,1.0,903.0,9.0,0.0,3.0
1566172800.0,2.0,474.0,4.0,7.0,4.0
1566259200.0,0.0,163.0,1.0,6.0,3.0
1566259200.0,1.0,272.0,2.0,7.0,2.0
1566259200.0,2.0,913.0,9.0,1.0,3.0
1566345600.0,2.0,71.0,0.0,7.0,1.0
1566345600.0,0.0,356.0,3.0,5.0,6.0
1566345600.0,1.0,551.0,5.0,5.0,1.0
1566432000.0,0.0,303.0,3.0,0.0,3.0
1566432000.0,1.0,49.0,0.0,4.0,9.0
1566432000.0,2.0,721.0,7.0,2.0,1.0
1566518400.0,2.0,150.0,1.0,5.0,0.0
1566518400.0,0.0,358.0,3.0,5.0,8.0
1566518400.0,1.0,485.0,4.0,8.0,5.0
1566604800.0,0.0,733.0,7.0,3.0,3.0
1566604800.0,1.0,323.0,3.0,2.0,3.0
1566604800.0,2.0,996.0,9.0,9.0,6.0
1566691200.0,2.0,506.0,5.0,0.0,6.0
1566691200.0,0.0,727.0,7.0,2.0,7.0
1566691200.0,1.0,296.0,2.0,9.0,6.0
1566777600.0,1.0,385.0,3.0,8.0,5.0
1566777600.0,0.0,393.0,3.0,9.0,3.0
1566777600.0,2.0,461.0,4.0,6.0,1.0
1566864000.0,2.0,2.0,0.0,0.0,2.0
1566864000.0,1.0,631.0,6.0,3.0,1.0
1566864000.0,0.0,445.0,4.0,4.0,5.0
1566950400.0,0.0,490.0,4.0,9.0,0.0
1566950400.0,1.0,904.0,9.0,0.0,4.0
1566950400.0,2.0,120.0,1.0,2.0,0.0
1567036800.0,1.0,236.0,2.0,3.0,6.0
1567036800.0,2.0,3.0,0.0,0.0,3.0
1567036800.0,0.0,857.0,8.0,5.0,7.0
1567123200.0,2.0,585.0,5.0,8.0,5.0
1567123200.0,1.0,278.0,2.0,7.0,8.0
1567123200.0,0.0,971.0,9.0,7.0,1.0
1567209600.0,0.0,475.0,4.0,7.0,5.0
1567209600.0,2.0,876.0,8.0,7.0,6.0
1567209600.0,1.0,631.0,6.0,3.0,1.0
1567296000.0,2.0,620.0,6.0,2.0,0.0
1567296000.0,1.0,12.0,0.0,1.0,2.0
1567296000.0,0.0,790.0,7.0,9.0,0.0
1567382400.0,2.0,258.0,2.0,5.0,8.0
1567382400.0,1.0,292.0,2.0,9.0,2.0
1567382400.0,0.0,13.0,0.0,1.0,3.0
1567468800.0,1.0,116.0,1.0,1.0,6.0
1567468800.0,0.0,90.0,0.0,9.0,0.0
1567468800.0,2.0,331.0,3.0,3.0,1.0
1567555200.0,1.0,375.0,3.0,7.0,5.0
1567555200.0,2.0,800.0,8.0,0.0,0.0
1567555200.0,0.0,636.0,6.0,3.0,6.0
1567641600.0,1.0,835.0,8.0,3.0,5.0
1567641600.0,2.0,748.0,7.0,4.0,8.0
1567641600.0,0.0,61.0,0.0,6.0,1.0
1567728000.0,2.0,947.0,9.0,4.0,7.0
1567728000.0,1.0,636.0,6.0,3.0,6.0
1567728000.0,0.0,618.0,6.0,1.0,8.0
1567814400.0,0.0,818.0,8.0,1.0,8.0
1567814400.0,2.0,900.0,9.0,0.0,0.0
1567814400.0,1.0,247.0,2.0,4.0,7.0
1567900800.0,2.0,853.0,8.0,5.0,3.0
1567900800.0,1.0,388.0,3.0,8.0,8.0
1567900800.0,0.0,285.0,2.0,8.0,5.0
1567987200.0,2.0,252.0,2.0,5.0,2.0
1567987200.0,1.0,136.0,1.0,3.0,6.0
1567987200.0,0.0,894.0,8.0,9.0,4.0
1568073600.0,2.0,763.0,7.0,6.0,3.0
1568073600.0,1.0,252.0,2.0,5.0,2.0
1568073600.0,0.0,962.0,9.0,6.0,2.0
1568160000.0,1.0,754.0,7.0,5.0,4.0
1568160000.0,0.0,910.0,9.0,1.0,0.0
1568160000.0,2.0,940.0,9.0,4.0,0.0
1568246400.0,2.0,567.0,5.0,6.0,7.0
1568246400.0,1.0,164.0,1.0,6.0,4.0
1568246400.0,0.0,609.0,6.0,0.0,9.0
1568332800.0,1.0,71.0,0.0,7.0,1.0
1568332800.0,2.0,734.0,7.0,3.0,4.0
1568332800.0,0.0,737.0,7.0,3.0,7.0
1568419200.0,0.0,908.0,9.0,0.0,8.0
1568419200.0,1.0,559.0,5.0,5.0,9.0
1568419200.0,2.0,757.0,7.0,5.0,7.0
1568505600.0,0.0,85.0,0.0,8.0,5.0
1568505600.0,1.0,374.0,3.0,7.0,4.0
1568505600.0,2.0,619.0,6.0,1.0,9.0
1568592000.0,2.0,407.0,4.0,0.0,7.0
1568592000.0,1.0,69.0,0.0,6.0,9.0
1568592000.0,0.0,366.0,3.0,6.0,6.0
1568678400.0,2.0,160.0,1.0,6.0,0.0
1568678400.0,0.0,993.0,9.0,9.0,3.0
1568678400.0,1.0,96.0,0.0,9.0,6.0
1568764800.0,1.0,439.0,4.0,3.0,9.0
1568764800.0,2.0,273.0,2.0,7.0,3.0
1568764800.0,0.0,79.0,0.0,7.0,9.0
1568851200.0,2.0,209.0,2.0,0.0,9.0
1568851200.0,0.0,282.0,2.0,8.0,2.0
1568851200.0,1.0,952.0,9.0,5.0,2.0
1568937600.0,2.0,195.0,1.0,9.0,5.0
1568937600.0,1.0,629.0,6.0,2.0,9.0
1568937600.0,0.0,530.0,5.0,3.0,0.0
1569024000.0,0.0,202.0,2.0,0.0,2.0
1569024000.0,1.0,675.0,6.0,7.0,5.0
1569024000.0,2.0,540.0,5.0,4.0,0.0
1569110400.0,0.0,176.0,1.0,7.0,6.0
1569110400.0,1.0,588.0,5.0,8.0,8.0
1569110400.0,2.0,987.0,9.0,8.0,7.0
1569196800.0,0.0,137.0,1.0,3.0,7.0
1569196800.0,1.0,902.0,9.0,0.0,2.0
1569196800.0,2.0,198.0,1.0,9.0,8.0
1569283200.0,0.0,117.0,1.0,1.0,7.0
1569283200.0,1.0,435.0,4.0,3.0,5.0
1569283200.0,2.0,188.0,1.0,8.0,8.0
1569369600.0,2.0,351.0,3.0,5.0,1.0
1569369600.0,0.0,587.0,5.0,8.0,7.0
1569369600.0,1.0,472.0,4.0,7.0,2.0
1569456000.0,0.0,222.0,2.0,2.0,2.0
1569456000.0,1.0,538.0,5.0,3.0,8.0
1569456000.0,2.0,454.0,4.0,5.0,4.0
1569542400.0,0.0,397.0,3.0,9.0,7.0
1569542400.0,1.0,265.0,2.0,6.0,5.0
1569542400.0,2.0,572.0,5.0,7.0,2.0
1569628800.0,2.0,500.0,5.0,0.0,0.0
1569628800.0,1.0,402.0,4.0,0.0,2.0
1569628800.0,0.0,869.0,8.0,6.0,9.0
1569715200.0,2.0,422.0,4.0,2.0,2.0
1569715200.0,1.0,388.0,3.0,8.0,8.0
1569715200.0,0.0,472.0,4.0,7.0,2.0
1569801600.0,2.0,620.0,6.0,2.0,0.0
1569801600.0,1.0,918.0,9.0,1.0,8.0
1569801600.0,0.0,965.0,9.0,6.0,5.0
1569888000.0,2.0,260.0,2.0,6.0,0.0
1569888000.0,1.0,741.0,7.0,4.0,1.0
1569888000.0,0.0,597.0,5.0,9.0,7.0
1569974400.0,2.0,647.0,6.0,4.0,7.0
1569974400.0,1.0,671.0,6.0,7.0,1.0
1569974400.0,0.0,250.0,2.0,5.0,0.0
1570060800.0,1.0,699.0,6.0,9.0,9.0
1570060800.0,0.0,68.0,0.0,6.0,8.0
1570060800.0,2.0,219.0,2.0,1.0,9.0
1570147200.0,0.0,302.0,3.0,0.0,2.0
1570147200.0,1.0,384.0,3.0,8.0,4.0
1570147200.0,2.0,280.0,2.0,8.0,0.0
1570233600.0,0.0,915.0,9.0,1.0,5.0
1570233600.0,1.0,528.0,5.0,2.0,8.0
1570233600.0,2.0,962.0,9.0,6.0,2.0
1570320000.0,0.0,525.0,5.0,2.0,5.0
1570320000.0,1.0,982.0,9.0,8.0,2.0
1570320000.0,2.0,768.0,7.0,6.0,8.0
1570406400.0,0.0,531.0,5.0,3.0,1.0
1570406400.0,2.0,645.0,6.0,4.0,5.0
1570406400.0,1.0,605.0,6.0,0.0,5.0
1570492800.0,0.0,155.0,1.0,5.0,5.0
1570492800.0,1.0,267.0,2.0,6.0,7.0
1570492800.0,2.0,835.0,8.0,3.0,5.0
1570579200.0,0.0,377.0,3.0,7.0,7.0
1570579200.0,1.0,669.0,6.0,6.0,9.0
1570579200.0,2.0,993.0,9.0,9.0,3.0
1570665600.0,0.0,925.0,9.0,2.0,5.0
1570665600.0,2.0,175.0,1.0,7.0,5.0
1570665600.0,1.0,736.0,7.0,3.0,6.0
1570752000.0,0.0,745.0,7.0,4.0,5.0
1570752000.0,1.0,95.0,0.0,9.0,5.0
1570752000.0,2.0,771.0,7.0,7.0,1.0
1570838400.0,0.0,63.0,0.0,6.0,3.0
1570838400.0,1.0,895.0,8.0,9.0,5.0
1570838400.0,2.0,831.0,8.0,3.0,1.0
1570924800.0,0.0,29.0,0.0,2.0,9.0
1570924800.0,1.0,645.0,6.0,4.0,5.0
1570924800.0,2.0,873.0,8.0,7.0,3.0
1571011200.0,0.0,445.0,4.0,4.0,5.0
1571011200.0,1.0,783.0,7.0,8.0,3.0
1571011200.0,2.0,600.0,6.0,0.0,0.0
1571097600.0,2.0,318.0,3.0,1.0,8.0
1571097600.0,0.0,273.0,2.0,7.0,3.0
1571097600.0,1.0,512.0,5.0,1.0,2.0
1571184000.0,1.0,722.0,7.0,2.0,2.0
1571184000.0,0.0,714.0,7.0,1.0,4.0
1571184000.0,2.0,763.0,7.0,6.0,3.0
1571270400.0,1.0,306.0,3.0,0.0,6.0
1571270400.0,2.0,66.0,0.0,6.0,6.0
1571270400.0,0.0,584.0,5.0,8.0,4.0
1571356800.0,2.0,949.0,9.0,4.0,9.0
1571356800.0,1.0,954.0,9.0,5.0,4.0
1571356800.0,0.0,370.0,3.0,7.0,0.0
1571443200.0,2.0,575.0,5.0,7.0,5.0
