DATE,DRAW,WINNING NUMBERS,winning_digit_1,winning_digit_2,winning_digit_3,winning_number_lag_1,winning_number_lag_2,winning_number_lag_3,winning_number_lag_4,winning_number_lag_5,winning_number_lag_6,winning_number_lag_7,winning_number_lag_8,winning_number_lag_9,winning_number_lag_10,winning_digit_1_lag_1,winning_digit_2_lag_1,winning_digit_3_lag_1,winning_digit_1_lag_2,winning_digit_2_lag_2,winning_digit_3_lag_2,winning_digit_1_lag_3,winning_digit_2_lag_3,winning_digit_3_lag_3,winning_digit_1_lag_4,winning_digit_2_lag_4,winning_digit_3_lag_4,winning_digit_1_lag_5,winning_digit_2_lag_5,winning_digit_3_lag_5,winning_digit_1_lag_6,winning_digit_2_lag_6,winning_digit_3_lag_6,winning_digit_1_lag_7,winning_digit_2_lag_7,winning_digit_3_lag_7,winning_digit_1_lag_8,winning_digit_2_lag_8,winning_digit_3_lag_8,winning_digit_1_lag_9,winning_digit_2_lag_9,winning_digit_3_lag_9,winning_digit_1_lag_10,winning_digit_2_lag_10,winning_digit_3_lag_10
1.4948064e+18,0.0,420.0,4.0,2.0,0.0,666.0,408.0,996.0,459.0,653.0,450.0,52.0,357.0,207.0,478.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0,6.0,5.0,3.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,5.0,7.0,2.0,0.0,7.0,4.0,7.0,8.0
1.4948928e+18,2.0,334.0,3.0,3.0,4.0,420.0,666.0,408.0,996.0,459.0,653.0,450.0,52.0,357.0,207.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0,6.0,5.0,3.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,5.0,7.0,2.0,0.0,7.0
1.4948928e+18,1.0,212.0,2.0,1.0,2.0,334.0,420.0,666.0,408.0,996.0,459.0,653.0,450.0,52.0,357.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0,6.0,5.0,3.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,5.0,7.0
1.4948928e+18,0.0,808.0,8.0,0.0,8.0,212.0,334.0,420.0,666.0,408.0,996.0,459.0,653.0,450.0,52.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0,6.0,5.0,3.0,4.0,5.0,0.0,0.0,5.0,2.0
1.4949792e+18,2.0,424.0,4.0,2.0,4.0,808.0,212.0,334.0,420.0,666.0,408.0,996.0,459.0,653.0,450.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0,6.0,5.0,3.0,4.0,5.0,0.0
1.4949792e+18,1.0,596.0,5.0,9.0,6.0,424.0,808.0,212.0,334.0,420.0,666.0,408.0,996.0,459.0,653.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0,6.0,5.0,3.0
1.4949792e+18,0.0,22.0,0.0,2.0,2.0,596.0,424.0,808.0,212.0,334.0,420.0,666.0,408.0,996.0,459.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0,4.0,5.0,9.0
1.4950656e+18,2.0,672.0,6.0,7.0,2.0,22.0,596.0,424.0,808.0,212.0,334.0,420.0,666.0,408.0,996.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0,9.0,9.0,6.0
1.4950656e+18,1.0,919.0,9.0,1.0,9.0,672.0,22.0,596.0,424.0,808.0,212.0,334.0,420.0,666.0,408.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0,4.0,0.0,8.0
1.4950656e+18,0.0,487.0,4.0,8.0,7.0,919.0,672.0,22.0,596.0,424.0,808.0,212.0,334.0,420.0,666.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,6.0
1.495152e+18,2.0,361.0,3.0,6.0,1.0,487.0,919.0,672.0,22.0,596.0,424.0,808.0,212.0,334.0,420.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0
1.495152e+18,1.0,225.0,2.0,2.0,5.0,361.0,487.0,919.0,672.0,22.0,596.0,424.0,808.0,212.0,334.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0
1.495152e+18,0.0,646.0,6.0,4.0,6.0,225.0,361.0,487.0,919.0,672.0,22.0,596.0,424.0,808.0,212.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0,2.0,1.0,2.0
1.4952384e+18,2.0,340.0,3.0,4.0,0.0,646.0,225.0,361.0,487.0,919.0,672.0,22.0,596.0,424.0,808.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0,8.0,0.0,8.0
1.4952384e+18,1.0,217.0,2.0,1.0,7.0,340.0,646.0,225.0,361.0,487.0,919.0,672.0,22.0,596.0,424.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0,4.0,2.0,4.0
1.4952384e+18,0.0,151.0,1.0,5.0,1.0,217.0,340.0,646.0,225.0,361.0,487.0,919.0,672.0,22.0,596.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0,5.0,9.0,6.0
1.4953248e+18,2.0,464.0,4.0,6.0,4.0,151.0,217.0,340.0,646.0,225.0,361.0,487.0,919.0,672.0,22.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0,0.0,2.0,2.0
1.4953248e+18,1.0,602.0,6.0,0.0,2.0,464.0,151.0,217.0,340.0,646.0,225.0,361.0,487.0,919.0,672.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0,6.0,7.0,2.0
1.4953248e+18,0.0,328.0,3.0,2.0,8.0,602.0,464.0,151.0,217.0,340.0,646.0,225.0,361.0,487.0,919.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0,9.0,1.0,9.0
1.4954112e+18,2.0,245.0,2.0,4.0,5.0,328.0,602.0,464.0,151.0,217.0,340.0,646.0,225.0,361.0,487.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,8.0,7.0
1.4954112e+18,1.0,888.0,8.0,8.0,8.0,245.0,328.0,602.0,464.0,151.0,217.0,340.0,646.0,225.0,361.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0
1.4954112e+18,0.0,209.0,2.0,0.0,9.0,888.0,245.0,328.0,602.0,464.0,151.0,217.0,340.0,646.0,225.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0,2.0,2.0,5.0
1.4954976e+18,2.0,306.0,3.0,0.0,6.0,209.0,888.0,245.0,328.0,602.0,464.0,151.0,217.0,340.0,646.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0,6.0,4.0,6.0
1.4954976e+18,1.0,728.0,7.0,2.0,8.0,306.0,209.0,888.0,245.0,328.0,602.0,464.0,151.0,217.0,340.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,4.0,0.0
1.4954976e+18,0.0,791.0,7.0,9.0,1.0,728.0,306.0,209.0,888.0,245.0,328.0,602.0,464.0,151.0,217.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,7.0
1.495584e+18,2.0,657.0,6.0,5.0,7.0,791.0,728.0,306.0,209.0,888.0,245.0,328.0,602.0,464.0,151.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,1.0
1.495584e+18,1.0,648.0,6.0,4.0,8.0,657.0,791.0,728.0,306.0,209.0,888.0,245.0,328.0,602.0,464.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0,4.0,6.0,4.0
1.495584e+18,0.0,19.0,0.0,1.0,9.0,648.0,657.0,791.0,728.0,306.0,209.0,888.0,245.0,328.0,602.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0,6.0,0.0,2.0
1.4956704e+18,2.0,614.0,6.0,1.0,4.0,19.0,648.0,657.0,791.0,728.0,306.0,209.0,888.0,245.0,328.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0,3.0,2.0,8.0
1.4956704e+18,1.0,999.0,9.0,9.0,9.0,614.0,19.0,648.0,657.0,791.0,728.0,306.0,209.0,888.0,245.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0,2.0,4.0,5.0
1.4956704e+18,0.0,777.0,7.0,7.0,7.0,999.0,614.0,19.0,648.0,657.0,791.0,728.0,306.0,209.0,888.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0,8.0,8.0,8.0
1.4957568e+18,2.0,191.0,1.0,9.0,1.0,777.0,999.0,614.0,19.0,648.0,657.0,791.0,728.0,306.0,209.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0,2.0,0.0,9.0
1.4957568e+18,1.0,14.0,0.0,1.0,4.0,191.0,777.0,999.0,614.0,19.0,648.0,657.0,791.0,728.0,306.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0,3.0,0.0,6.0
1.4957568e+18,0.0,944.0,9.0,4.0,4.0,14.0,191.0,777.0,999.0,614.0,19.0,648.0,657.0,791.0,728.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0,7.0,2.0,8.0
1.4958432e+18,2.0,362.0,3.0,6.0,2.0,944.0,14.0,191.0,777.0,999.0,614.0,19.0,648.0,657.0,791.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0,7.0,9.0,1.0
1.4958432e+18,1.0,940.0,9.0,4.0,0.0,362.0,944.0,14.0,191.0,777.0,999.0,614.0,19.0,648.0,657.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0,6.0,5.0,7.0
1.4958432e+18,0.0,625.0,6.0,2.0,5.0,940.0,362.0,944.0,14.0,191.0,777.0,999.0,614.0,19.0,648.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0,6.0,4.0,8.0
1.4959296e+18,2.0,655.0,6.0,5.0,5.0,625.0,940.0,362.0,944.0,14.0,191.0,777.0,999.0,614.0,19.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0,0.0,1.0,9.0
1.4959296e+18,1.0,326.0,3.0,2.0,6.0,655.0,625.0,940.0,362.0,944.0,14.0,191.0,777.0,999.0,614.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,4.0
1.4959296e+18,0.0,318.0,3.0,1.0,8.0,326.0,655.0,625.0,940.0,362.0,944.0,14.0,191.0,777.0,999.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0
1.496016e+18,2.0,453.0,4.0,5.0,3.0,318.0,326.0,655.0,625.0,940.0,362.0,944.0,14.0,191.0,777.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,7.0
1.496016e+18,1.0,768.0,7.0,6.0,8.0,453.0,318.0,326.0,655.0,625.0,940.0,362.0,944.0,14.0,191.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0,1.0,9.0,1.0
1.496016e+18,0.0,719.0,7.0,1.0,9.0,768.0,453.0,318.0,326.0,655.0,625.0,940.0,362.0,944.0,14.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0,0.0,1.0,4.0
1.4961024e+18,2.0,35.0,0.0,3.0,5.0,719.0,768.0,453.0,318.0,326.0,655.0,625.0,940.0,362.0,944.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0,9.0,4.0,4.0
1.4961024e+18,1.0,113.0,1.0,1.0,3.0,35.0,719.0,768.0,453.0,318.0,326.0,655.0,625.0,940.0,362.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0,3.0,6.0,2.0
1.4961024e+18,0.0,564.0,5.0,6.0,4.0,113.0,35.0,719.0,768.0,453.0,318.0,326.0,655.0,625.0,940.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0,9.0,4.0,0.0
1.4961888e+18,2.0,313.0,3.0,1.0,3.0,564.0,113.0,35.0,719.0,768.0,453.0,318.0,326.0,655.0,625.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,5.0
1.4961888e+18,1.0,232.0,2.0,3.0,2.0,313.0,564.0,113.0,35.0,719.0,768.0,453.0,318.0,326.0,655.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,5.0,5.0
1.4961888e+18,0.0,405.0,4.0,0.0,5.0,232.0,313.0,564.0,113.0,35.0,719.0,768.0,453.0,318.0,326.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0
1.4962752e+18,2.0,756.0,7.0,5.0,6.0,405.0,232.0,313.0,564.0,113.0,35.0,719.0,768.0,453.0,318.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0,3.0,1.0,8.0
1.4962752e+18,1.0,210.0,2.0,1.0,0.0,756.0,405.0,232.0,313.0,564.0,113.0,35.0,719.0,768.0,453.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0,4.0,5.0,3.0
1.4962752e+18,0.0,219.0,2.0,1.0,9.0,210.0,756.0,405.0,232.0,313.0,564.0,113.0,35.0,719.0,768.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0,7.0,6.0,8.0
1.4963616e+18,2.0,72.0,0.0,7.0,2.0,219.0,210.0,756.0,405.0,232.0,313.0,564.0,113.0,35.0,719.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0,7.0,1.0,9.0
1.4963616e+18,1.0,68.0,0.0,6.0,8.0,72.0,219.0,210.0,756.0,405.0,232.0,313.0,564.0,113.0,35.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,5.0
1.4963616e+18,0.0,796.0,7.0,9.0,6.0,68.0,72.0,219.0,210.0,756.0,405.0,232.0,313.0,564.0,113.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,1.0,3.0
1.496448e+18,2.0,152.0,1.0,5.0,2.0,796.0,68.0,72.0,219.0,210.0,756.0,405.0,232.0,313.0,564.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0
1.496448e+18,1.0,163.0,1.0,6.0,3.0,152.0,796.0,68.0,72.0,219.0,210.0,756.0,405.0,232.0,313.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0
1.496448e+18,0.0,631.0,6.0,3.0,1.0,163.0,152.0,796.0,68.0,72.0,219.0,210.0,756.0,405.0,232.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0
1.4965344e+18,2.0,328.0,3.0,2.0,8.0,631.0,163.0,152.0,796.0,68.0,72.0,219.0,210.0,756.0,405.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0,4.0,0.0,5.0
1.4965344e+18,1.0,13.0,0.0,1.0,3.0,328.0,631.0,163.0,152.0,796.0,68.0,72.0,219.0,210.0,756.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0,7.0,5.0,6.0
1.4965344e+18,0.0,1.0,0.0,0.0,1.0,13.0,328.0,631.0,163.0,152.0,796.0,68.0,72.0,219.0,210.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,1.0,0.0
1.4966208e+18,2.0,703.0,7.0,0.0,3.0,1.0,13.0,328.0,631.0,163.0,152.0,796.0,68.0,72.0,219.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0,2.0,1.0,9.0
1.4966208e+18,1.0,744.0,7.0,4.0,4.0,703.0,1.0,13.0,328.0,631.0,163.0,152.0,796.0,68.0,72.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0,0.0,7.0,2.0
1.4966208e+18,0.0,247.0,2.0,4.0,7.0,744.0,703.0,1.0,13.0,328.0,631.0,163.0,152.0,796.0,68.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0,0.0,6.0,8.0
1.4967072e+18,2.0,124.0,1.0,2.0,4.0,247.0,744.0,703.0,1.0,13.0,328.0,631.0,163.0,152.0,796.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,7.0,9.0,6.0
1.4967072e+18,1.0,731.0,7.0,3.0,1.0,124.0,247.0,744.0,703.0,1.0,13.0,328.0,631.0,163.0,152.0,1.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0
1.4967072e+18,0.0,701.0,7.0,0.0,1.0,731.0,124.0,247.0,744.0,703.0,1.0,13.0,328.0,631.0,163.0,7.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0
1.4967936e+18,2.0,563.0,5.0,6.0,3.0,701.0,731.0,124.0,247.0,744.0,703.0,1.0,13.0,328.0,631.0,7.0,0.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0
1.4967936e+18,1.0,214.0,2.0,1.0,4.0,563.0,701.0,731.0,124.0,247.0,744.0,703.0,1.0,13.0,328.0,5.0,6.0,3.0,7.0,0.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0
1.4967936e+18,0.0,22.0,0.0,2.0,2.0,214.0,563.0,701.0,731.0,124.0,247.0,744.0,703.0,1.0,13.0,2.0,1.0,4.0,5.0,6.0,3.0,7.0,0.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0
1.49688e+18,2.0,944.0,9.0,4.0,4.0,22.0,214.0,563.0,701.0,731.0,124.0,247.0,744.0,703.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,5.0,6.0,3.0,7.0,0.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0
